19383207;AMERICAN JOURNAL OF CLINICAL NUTRITION;A1
10623264;AMERICAN JOURNAL OF CRITICAL CARE;A1
01956744;AMERICAN JOURNAL OF EDUCATION (CHICAGO, ILL.);A1
00029262;AMERICAN JOURNAL OF EPIDEMIOLOGY;A1
10420533;AMERICAN JOURNAL OF HUMAN BIOLOGY;A1
00029297;AMERICAN JOURNAL OF HUMAN GENETICS;A1
02726386;AMERICAN JOURNAL OF KIDNEY DISEASES;A1
00029327;AMERICAN JOURNAL OF MATHEMATICS (PRINT);A1
01956108;AMERICAN JOURNAL OF NEURORADIOLOGY;A1
10976868;AMERICAN JOURNAL OF OBSTETRICS AND GYNECOLOGY (ONLINE);A1
00029378;AMERICAN JOURNAL OF OBSTETRICS AND GYNECOLOGY (PRINT);A1
00029394;AMERICAN JOURNAL OF OPHTHALMOLOGY;A1
03636135;AMERICAN JOURNAL OF PHYSIOLOGY. HEART AND CIRCULATORY P;A1
10400605;AMERICAN JOURNAL OF PHYSIOLOGY. LUNG CELLULAR AND MOLEC;A1
1931857X;AMERICAN JOURNAL OF PHYSIOLOGY. RENAL PHYSIOLOGY;A1
03636127;AMERICAN JOURNAL OF PHYSIOLOGY. RENAL, FLUID AND ELECTROL;A1
01931849;AMERICAN JOURNAL OF PHYSIOLOGY: ENDOCRINOLOGY AND META;A1
00925853;AMERICAN JOURNAL OF POLITICAL SCIENCE;A1
07493797;AMERICAN JOURNAL OF PREVENTIVE MEDICINE;A1
02752565;AMERICAN JOURNAL OF PRIMATOLOGY (PRINT);A1
00900036;AMERICAN JOURNAL OF PUBLIC HEALTH (1971);A1
1073449X;AMERICAN JOURNAL OF RESPIRATORY AND CRITICAL CARE MEDICIN;A1
10441549;AMERICAN JOURNAL OF RESPIRATORY CELL AND MOLECULAR BIOL;A1
00029602;AMERICAN JOURNAL OF SOCIOLOGY;A1
10580360;AMERICAN JOURNAL OF SPEECHLANGUAGE PATHOLOGY;A1
03635465;AMERICAN JOURNAL OF SPORTS MEDICINE;A1
16006135;AMERICAN JOURNAL OF TRANSPLANTATION (PRINT);A1
00030082;AMERICAN MUSEUM NOVITATES;A1
00032409;ANAESTHESIA (LONDON. PRINT);A1
1948206X;ANAL PDE;A1
01851225;ANALES DE ANTROPOLOGÍA;A1
00032573;ANÁLISE SOCIAL;A1
01214705;ANÁLISIS POLÍTICO (BOGOTÁ);A1
00032654;ANALYST (LONDON. 1877. PRINT);A1
18734324;ANALYTICA CHIMICA ACTA (ONLINE);A1
00032670;ANALYTICA CHIMICA ACTA (PRINT);A1
00032700;ANALYTICAL CHEMISTRY (WASHINGTON);A1
19359772;ANATOMICAL SCIENCES EDUCATION;A1
20472919;ANDROLOGYUS;A1
00033022;ANESTHESIOLOGY (PHILADELPHIA);A1
15213773;ANGEWANDTE CHEMIE (INTERNATIONAL ED. INTERNET);A1
00448249;ANGEWANDTE CHEMIE (PRINT);A1
09696970;ANGIOGENESIS (LONDON);A1
17517311;ANIMAL (CAMBRIDGE. PRINT);A1
00033472;ANIMAL BEHAVIOUR;A1
14359448;ANIMAL COGNITION (PRINT);A1
18732216;ANIMAL FEED SCIENCE AND TECHNOLOGY;A1
02689146;ANIMAL GENETICS (PRINT);A1
02941449;ANNALES DE L INSTITUT HENRI POINCARÉ. ANALYSE NON LINÉAIRE;A1
00129593;ANNALES SCIENTIFIQUES DE L'ECOLE NORMALE SUPÉRIEURE;A1
0391173X;ANNALI DELLA SCUOLA NORMALE SUPERIORE DI PISA. CLASSE DI SC;A1
00906964;ANNALS OF BIOMEDICAL ENGINEERING;A1
03057364;ANNALS OF BOTANY (PRINT);A1
23289503;ANNALS OF CLINICAL AND TRANSLATIONAL NEUROLOGY (ONLINE);A1
15441709;ANNALS OF FAMILY MEDICINE;A1
22149996;ANNALS OF GLOBAL HEALTH;A1
21105820;ANNALS OF INTENSIVE CARE;A1
00034819;ANNALS OF INTERNAL MEDICINE;A1
21596816;ANNALS OF LEISURE RESEARCH (ONLINE);A1
0003486X;ANNALS OF MATHEMATICS;A1
07853890;ANNALS OF MEDICINE (HELSINKI);A1
03645134;ANNALS OF NEUROLOGY;A1
15698041;ANNALS OF ONCOLOGY;A1
22245820;ANNALS OF PALLIATIVE MEDICINE;A1
23739312;ANNALS OF PEDIATRICS & CHILD HEALTH;A1
18770657;ANNALS OF PHYSICAL AND REHABILITATION MEDICINE;A1
00911798;ANNALS OF PROBABILITY;A1
01680072;ANNALS OF PURE AND APPLIED LOGIC (PRINT);A1
14682060;ANNALS OF RHEUMATIC DISEASES;A1
00905364;ANNALS OF STATISTICS;A1
00034932;ANNALS OF SURGERY;A1
10689265;ANNALS OF SURGICAL ONCOLOGY;A1
24694460;ANNALS OF THE AMERICAN ASSOCIATION OF GEOGRAPHERS;A1
24694452;ANNALS OF THE AMERICAN ASSOCIATION OF GEOGRAPHERS;A1
00778923;ANNALS OF THE NEW YORK ACADEMY OF SCIENCES;A1
00034967;ANNALS OF THE RHEUMATIC DISEASES;A1
21658110;ANNUAL REVIEW OF ANIMAL BIOSCIENCES;A1
00664146;ANNUAL REVIEW OF ASTRONOMY AND ASTROPHYSICS (PRINT);A1
1543592X;ANNUAL REVIEW OF ECOLOGY, EVOLUTION, AND SYSTEMATICS;A1
00664170;ANNUAL REVIEW OF ENTOMOLOGY (PRINT);A1
00664286;ANNUAL REVIEW OF PHYTOPATHOLOGY (PRINT);A1
15435008;ANNUAL REVIEW OF PLANT BIOLOGY (PRINT);A1
08927936;ANTHROZOOS (HANOVER);A1
20796382;ANTIBIOTICSBASEL;A1
10986596;ANTIMICROBIAL AGENTS AND CHEMOTHERAPY (ONLINE);A1
20472994;ANTIMICROBIAL RESISTANCE AND INFECTION CONTROL;A1
15230864;ANTIOXIDANTS & REDOX SIGNALLING;A1
14678330;ANTIPODE (ONLINE);A1
00664812;ANTIPODE (OXFORD. PRINT);A1
0003598X;ANTIQUITY (CAMBRIDGE);A1
19843356;ANTÍTESES (LONDRINA);A1
01663542;ANTIVIRAL RESEARCH;A1
16959752;ANTROPÓLOGOS IBEROAMERICANOS EN RED (ED. IMPRESA);A1
20141416;ANUARI DE FILOLOGIA. LITERATURES CONTEMPORÀNIES;A1
01202456;ANUARIO COLOMBIANO DE HISTORIA SOCIAL Y DE LA CULTURA.;A1
02105810;ANUARIO DE ESTUDIOS AMERICANOS (ED. IMPRESA);A1
20412851;AOB PLANTS;A1
02687038;APHASIOLOGY (LONDON);A1
00448435;APIDOLOGIE (CELLE);A1
2166532X;APL MATERIALS;A1
13608185;APOPTOSIS (LONDON);A1
01956663;APPETITE (LONDON. PRINT);A1
10985336;APPLIED AND ENVIRONMENTAL MICROBIOLOGY (ONLINE);A1
0926860X;APPLIED CATALYSIS. A, GENERAL (PRINT);A1
09263373;APPLIED CATALYSIS. B, ENVIRONMENTAL (PRINT);A1
01691317;APPLIED CLAY SCIENCE (PRINT);A1
14664283;APPLIED ECONOMICS (ONLINE);A1
03062619;APPLIED ENERGY;A1
00036870;APPLIED ERGONOMICS;A1
01436228;APPLIED GEOGRAPHY (SEVENOAKS);A1
18669298;APPLIED GEOMATICS;A1
23529407;APPLIED MATERIALS TODAY;A1
0307904X;APPLIED MATHEMATICAL MODELLING;A1
08971897;APPLIED NURSING RESEARCH;A1
15705838;APPLIED ONTOLOGY;A1
00036951;APPLIED PHYSICS LETTERS;A1
10773118;APPLIED PHYSICS LETTERS;A1
15684946;APPLIED SOFT COMPUTING (PRINT);A1
09291393;APPLIED SOIL ECOLOGY (PRINT);A1
05704928;APPLIED SPECTROSCOPY REVIEWS (SOFTCOVER ED.);A1
01694332;APPLIED SURFACE SCIENCE;A1
13594311;APPLIED THERMAL ENGINEERING;A1
00448486;AQUACULTURE (AMSTERDAM);A1
18735622;AQUACULTURE (ONLINE);A1
13652095;AQUACULTURE NUTRITION (ONLINE);A1
10990755;AQUATIC CONSERVATION (ONLINE);A1
18185487;AQUATIC INVASIONS;A1
10151621;AQUATIC SCIENCES (PRINTED ED.);A1
0166445X;AQUATIC TOXICOLOGY;A1
02101963;ARBOR (MADRID);A1
1988303X;ARBOR (MADRID. INTERNET);A1
17452007;ARCHITECTURAL ENGINEERING AND DESIGN MANAGEMENT;A1
00039519;ARCHIVE FOR HISTORY OF EXACT SCIENCES (PRINT);A1
00039527;ARCHIVE FOR RATIONAL MECHANICS AND ANALYSIS (PRINT);A1
1745039X;ARCHIVES OF ANIMAL NUTRITION (PRINT);A1
16449665;ARCHIVES OF CIVIL AND MECHANICAL ENGINEERING;A1
11343060;ARCHIVES OF COMPUTATIONAL METHODS IN ENGINEERING;A1
00039888;ARCHIVES OF DISEASE IN CHILDHOOD;A1
13592998;ARCHIVES OF DISEASE IN CHILDHOOD. FETAL AND NEONATAL EDITI;A1
01674943;ARCHIVES OF GERONTOLOGY AND GERIATRICS;A1
17341922;ARCHIVES OF MEDICAL SCIENCE;A1
18969151;ARCHIVES OF MEDICAL SCIENCE (ONLINE);A1
18791506;ARCHIVES OF ORAL BIOLOGY;A1
00039985;ARCHIVES OF PATHOLOGY & LABORATORY MEDICINE (1976);A1
00039993;ARCHIVES OF PHYSICAL MEDICINE AND REHABILITATION (PRINT);A1
00040002;ARCHIVES OF SEXUAL BEHAVIOR;A1
03405761;ARCHIVES OF TOXICOLOGY;A1
14320738;ARCHIVES OF TOXICOLOGY;A1
14341816;ARCHIVES OF WOMEN'S MENTAL HEALTH;A1
10682341;ARCHIVOS ANALÍTICOS DE POLÍTICAS EDUCATIVAS / EDUCATION PO;A1
0920427X;ARGUMENTATION (DORDRECHT);A1
21769575;ARGUMENTUM (VITÓRIA);A1
07196466;ARQUITECTURAS DEL SUR;A1
21780447;ARS (ONLINE);A1
16785320;ARS (SÃO PAULO);A1
10795642;ARTERIOSCLEROSIS, THROMBOSIS, AND VASCULAR BIOLOGY;A1
23265205;ARTHRITIS & RHEUMATOLOGY;A1
07498063;ARTHROSCOPY (PRINT);A1
00043702;ARTIFICIAL INTELLIGENCE (GENERAL ED.);A1
09248463;ARTIFICIAL INTELLIGENCE AND LAW (DORDRECHT. PRINT);A1
02692821;ARTIFICIAL INTELLIGENCE REVIEW;A1
14740222;ARTS AND HUMANITIES IN HIGHER EDUCATION;A1
02104466;ASCLEPIO (MADRID);A1
1008682X;ASIAN JOURNAL OF ANDROLOGY;A1
18180876;ASIAN JOURNAL OF PHARMACEUTICAL SCIENCES;A1
19957645;ASIAN PACIFIC JOURNAL OF TROPICAL MEDICINE;A1
00219150;ATHEROSCLEROSIS (AMSTERDAM);A1
16807324;ATMOSPHERIC CHEMISTRY AND PHYSICS (ONLINE);A1
16807316;ATMOSPHERIC CHEMISTRY AND PHYSICS (PRINT);A1
13522310;ATMOSPHERIC ENVIRONMENT (1994);A1
01698095;ATMOSPHERIC RESEARCH (PRINT);A1
19433921;ATTENTION, PERCEPTION & PSYCHOPHYSICS (PRINT);A1
14495554;AUSTRALASIAN JOURNAL OF EDUCATIONAL TECHNOLOGY;A1
00048674;AUSTRALIAN AND NEW ZEALAND JOURNAL OF PSYCHIATRY (PRINT);A1
10367314;AUSTRALIAN CRITICAL CARE (PRINT);A1
13227130;AUSTRALIAN JOURNAL OF GRAPE AND WINE RESEARCH;A1
13623613;AUTISM (LONDON);A1
21517290;AUTO/BIOGRAPHY STUDIES;A1
15689972;AUTOIMMUNITY REVIEWS;A1
00051098;AUTOMATICA (OXFORD);A1
09265805;AUTOMATION IN CONSTRUCTION (PRINT);A1
15548627;AUTOPHAGY (GEORGETOWN, TX);A1
21753431;AVALIAÇÃO PSICOLÓGICA;A1
14144077;AVALIAÇÃO: REVISTA DA AVALIAÇÃO DA EDUCAÇÃO SUPERIOR;A1
03079457;AVIAN PATHOLOGY;A1
22287949;AVICENNA JOURNAL OF PHYTOMEDICINE;A1
1521690X;BAILLIÈRE'S BEST PRACTICE & RESEARCH. CLINICAL ENDOCRINOLOG;A1
15216918;BAILLIÈRE'S BEST PRACTICE & RESEARCH. CLINICAL GASTROENTERO;A1
21764573;BAKHTINIANA: REVISTA DE ESTUDOS DO DISCURSO;A1
03008428;BASIC RESEARCH IN CARDIOLOGY (PRINT);A1
0950091X;BASIN RESEARCH (PRINT);A1
15543528;BEHAVIOR RESEARCH METHODS;A1
10452249;BEHAVIORAL ECOLOGY;A1
03405443;BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY (PRINT);A1
22145796;BIG DATA RESEARCH;A1
13667289;BILINGUALISM (CAMBRIDGE. PRINT);A1
22126198;BIOACTIVE CARBOHYDRATES AND DIETARY FIBRE;A1
00062952;BIOCHEMICAL PHARMACOLOGY;A1
0304419X;BIOCHIMICA ET BIOPHYSICA ACTA, CR. REVIEWS ON CANCER;A1
00052728;BIOCHIMICA ET BIOPHYSICA ACTA. BIOENERGETICS;A1
03044165;BIOCHIMICA ET BIOPHYSICA ACTA. G, GENERAL SUBJECTS (PRINT);A1
18749399;BIOCHIMICA ET BIOPHYSICA ACTA. GENE REGULATORY MECHANISM;A1
09254439;BIOCHIMICA ET BIOPHYSICA ACTA. MOLECULAR BASIS OF DISEASE;A1
10431802;BIOCONJUGATE CHEMISTRY;A1
15675394;BIOELECTROCHEMISTRY (AMSTERDAM);A1
19391234;BIOENERGY RESEARCH;A1
02659247;BIOESSAYS (CAMBRIDGE);A1
08927014;BIOFOULING (NEW YORK. PRINT);A1
01682563;BIOGEOCHEMISTRY (DORDRECHT);A1
17264189;BIOGEOSCIENCES;A1
17264170;BIOGEOSCIENCES (KATLENBURGLINDAU. PRINT);A1
13895729;BIOGERONTOLOGY (DORDRECHT);A1
14602059;BIOINFORMATICS (ONLINE);A1
13674811;BIOINFORMATICS (OXFORD. ONLINE);A1
17483182;BIOINSPIRATION & BIOMIMETICS (PRINT);A1
20695837;BIOINTERFACE RESEARCH IN APPLIED CHEMISTRY;A1
00063207;BIOLOGICAL CONSERVATION;A1
13873547;BIOLOGICAL INVASIONS;A1
00063223;BIOLOGICAL PSYCHIATRY (1969);A1
14647931;BIOLOGICAL REVIEWS;A1
20797737;BIOLOGY;A1
01782762;BIOLOGY AND FERTILITY OF SOILS (PRINT);A1
17449561;BIOLOGY LETTERS (PRINT);A1
10838791;BIOLOGY OF BLOOD AND MARROW TRANSPLANTATION;A1
00063363;BIOLOGY OF REPRODUCTION;A1
15297268;BIOLOGY OF REPRODUCTION (ONLINE);A1
20426410;BIOLOGY OF SEX DIFFERENCES;A1
15257797;BIOMACROMOLECULES;A1
15264602;BIOMACROMOLECULES;A1
09619534;BIOMASS & BIOENERGY;A1
01429612;BIOMATERIALS (GUILDFORD);A1
20474830;BIOMATERIALS SCIENCE;A1
21567085;BIOMEDICAL OPTICS EXPRESS;A1
17468094;BIOMEDICAL SIGNAL PROCESSING AND CONTROL (PRINT);A1
0006341X;BIOMETRICS (WASHINGTON);A1
2218273X;BIOMOLECULES;A1
09608524;BIORESOURCE TECHNOLOGY;A1
00063568;BIOSCIENCE (WASHINGTON. PRINT);A1
09565663;BIOSENSORS & BIOELECTRONICS;A1
15375110;BIOSYSTEMS ENGINEERING;A1
07349750;BIOTECHNOLOGY ADVANCES;A1
17546834;BIOTECHNOLOGY FOR BIOFUELS;A1
13985647;BIPOLAR DISORDERS (PRINT);A1
19355548;BIRZEIT WORKING PAPER SERIES;A1
14710528;BJOG (OXFORD. ONLINE);A1
14644096;BJU INTERNATIONAL (PRINT);A1
00064971;BLOOD (PHILADELPHIA, PA);A1
20445385;BLOOD CANCER JOURNAL;A1
0268960X;BLOOD REVIEWS;A1
14712105;BMC BIOINFORMATICS;A1
17417007;BMC BIOLOGY;A1
14712148;BMC EVOLUTIONARY BIOLOGY (ONLINE);A1
14726939;BMC MEDICAL ETHICS (ONLINE);A1
17417015;BMC MEDICINE;A1
14726955;BMC NURSING (ONLINE);A1
1472684X;BMC PALLIATIVE CARE (ONLINE);A1
14712229;BMC PLANT BIOLOGY (ONLINE);A1
20521847;BMC SPORTS SCIENCE, MEDICINE AND REHABILITATION;A1
17520509;BMC SYSTEMS BIOLOGY;A1
17466148;BMC VETERINARY RESEARCH;A1
09598146;BMJ (INTERNATIONAL EDITION);A1
20446055;BMJ OPEN;A1
09598138;BMJ. BRITISH MEDICAL JOURNAL (CLINICAL RESEARCH ED.);A1
17401445;BODY IMAGE;A1
19804415;BOLEMA : BOLETIM DE EDUCAÇÃO MATEMÁTICA (ONLINE);A1
01026968;BOLETIM  CENTRO DE LETRAS E CIÊNCIAS HUMANAS (UEL);A1
23175206;BOLETIM DO MUSEU INTEGRADO DE RORAIMA (ONLINE);A1
21782547;BOLETIM DO MUSEU PARAENSE EMÍLIO GOELDI. SÉRIE CIÊNCIAS HU;A1
19848501;BOLETIM GOIANO DE GEOGRAFIA (ONLINE);A1
20463758;BONE & JOINT RESEARCH;A1
87563282;BONE (NEW YORK, N.Y.);A1
00068950;BRAIN (LONDON. PRINT);A1
0093934X;BRAIN AND LANGUAGE;A1
19317565;BRAIN IMAGING AND BEHAVIOR;A1
10156305;BRAIN PATHOLOGY;A1
17503639;BRAIN PATHOLOGY;A1
18764754;BRAIN STIMULATION (ONLINE);A1
1935861X;BRAIN STIMULATION: BASIC, TRANSLATIONAL AND CLINICAL RESEA;A1
18632653;BRAIN STRUCTURE & FUNCTION (PRINT);A1
08891591;BRAIN, BEHAVIOR, AND IMMUNITY;A1
19813821;BRAZILIAN POLITICAL SCIENCE REVIEW;A1
09609776;BREAST (EDINBURGH);A1
1465542X;BREAST CANCER RESEARCH (ONLINE);A1
14655411;BREAST CANCER RESEARCH (PRINT);A1
14675463;BRIEFINGS IN BIOINFORMATICS;A1
00070912;BRITISH JOURNAL OF ANAESTHESIA;A1
00070920;BRITISH JOURNAL OF CANCER;A1
03065251;BRITISH JOURNAL OF CLINICAL PHARMACOLOGY (PRINT);A1
00070963;BRITISH JOURNAL OF DERMATOLOGY (1951. PRINT);A1
13652133;BRITISH JOURNAL OF DERMATOLOGY (ONLINE);A1
09601643;BRITISH JOURNAL OF GENERAL PRACTICE;A1
14785242;BRITISH JOURNAL OF GENERAL PRACTICE (ONLINE);A1
10453172;BRITISH JOURNAL OF MANAGEMENT;A1
00071145;BRITISH JOURNAL OF NUTRITION;A1
00071161;BRITISH JOURNAL OF OPHTHALMOLOGY;A1
00071188;BRITISH JOURNAL OF PHARMACOLOGY;A1
14721465;BRITISH JOURNAL OF PSYCHIATRY (ONLINE);A1
00071250;BRITISH JOURNAL OF PSYCHIATRY (PRINT);A1
00071315;BRITISH JOURNAL OF SOCIOLOGY (PRINT);A1
03063674;BRITISH JOURNAL OF SPORTS MEDICINE;A1
13652168;BRITISH JOURNAL OF SURGERY;A1
00071323;BRITISH JOURNAL OF SURGERY (PRINT);A1
03601323;BUILDING AND ENVIRONMENT;A1
09613218;BUILDING RESEARCH AND INFORMATION (PRINT);A1
00684023;BULLETIN DE PHILOSOPHIE MÉDIÉVALE;A1
00074497;BULLETIN DES SCIENCES MATHÉMATIQUES (PARIS. 1885);A1
16643607;BULLETIN OF MATHEMATICAL SCIENCES (PRINT);A1
00030007;BULLETIN OF THE AMERICAN METEOROLOGICAL SOCIETY;A1
00030090;BULLETIN OF THE AMERICAN MUSEUM OF NATURAL HISTORY;A1
00429686;BULLETIN OF THE WORLD HEALTH ORGANIZATION (PRINT);A1
03054179;BURNS (OXFORD);A1
00076503;BUSINESS & SOCIETY;A1
09628770;BUSINESS ETHICS (OXFORD. PRINT);A1
00076791;BUSINESS HISTORY;A1
00076813;BUSINESS HORIZONS;A1
14637154;BUSINESS PROCESS MANAGEMENT JOURNAL;A1
09644733;BUSINESS STRATEGY AND THE ENVIRONMENT;A1
10990836;BUSINESS STRATEGY AND THE ENVIRONMNET;A1
07188471;BYZANTION NEA HELLÁS;A1
19838239;CADERNO CRH (ONLINE);A1
01038427;CADERNO DE GEOGRAFIA (PUCMG. IMPRESSO);A1
01013262;CADERNOS CEDES (IMPRESSO);A1
24470686;CADERNOS DE ESTUDOS LINGUÍSTICOS;A1
01025767;CADERNOS DE ESTUDOS LINGUÍSTICOS (UNICAMP);A1
23578130;CADERNOS DE PESQUISA;A1
19805314;CADERNOS DE PESQUISA (FUNDAÇÃO CARLOS CHAGAS. ONLINE);A1
21757968;CADERNOS DE TRADUÇÃO (FLORIANÓPOLIS. ONLINE);A1
14137755;CADERNOS NIETZSCHE;A1
18094449;CADERNOS PAGU;A1
01048333;CADERNOS PAGU (UNICAMP. IMPRESSO);A1
0171967X;CALCIFIED TISSUE INTERNATIONAL;A1
09442669;CALCULUS OF VARIATIONS AND PARTIAL DIFFERENTIAL EQUATIONS;A1
0309166X;CAMBRIDGE JOURNAL OF ECONOMICS;A1
00084506;CANADIAN MODERN LANGUAGE REVIEW;A1
0008543X;CANCER (PRINT);A1
20953941;CANCER BIOLOGY & MEDICINE;A1
15356108;CANCER CELL;A1
21598274;CANCER DISCOVERY;A1
10559965;CANCER EPIDEMIOLOGY, BIOMARKERS & PREVENTION;A1
23266066;CANCER IMMUNOLOGY RESEARCH;A1
03043835;CANCER LETTERS (PRINT);A1
01677659;CANCER METASTASIS REVIEWS (PRINT);A1
00085472;CANCER RESEARCH (CHICAGO, ILL.);A1
03057372;CANCER TREATMENT REVIEWS;A1
20726694;CANCERS (BASEL) (ONLINE);A1
11476753;CARAVELLE (TOULOUSE);A1
