0044-7447;AMBIO (OSLO);A1
1130-2887;AMÉRICA LATINA HOY;A1
0002-7294;AMERICAN ANTHROPOLOGIST;A1
1945-7782;AMERICAN ECONOMIC JOURNAL: APPLIED ECONOMICS;A1
1945-7669;AMERICAN ECONOMIC JOURNAL: MICROECONOMICS;A1
1175-0561;AMERICAN JOURNAL OF CLINICAL DERMATOLOGY;A1
1938-3207;AMERICAN JOURNAL OF CLINICAL NUTRITION;A1
1062-3264;AMERICAN JOURNAL OF CRITICAL CARE;A1
0195-6744;AMERICAN JOURNAL OF EDUCATION (CHICAGO, ILL.);A1
0002-9262;AMERICAN JOURNAL OF EPIDEMIOLOGY;A1
1042-0533;AMERICAN JOURNAL OF HUMAN BIOLOGY;A1
0002-9297;AMERICAN JOURNAL OF HUMAN GENETICS;A1
0272-6386;AMERICAN JOURNAL OF KIDNEY DISEASES;A1
0002-9327;AMERICAN JOURNAL OF MATHEMATICS (PRINT);A1
0195-6108;AMERICAN JOURNAL OF NEURORADIOLOGY;A1
1097-6868;AMERICAN JOURNAL OF OBSTETRICS AND GYNECOLOGY (ONLINE);A1
0002-9378;AMERICAN JOURNAL OF OBSTETRICS AND GYNECOLOGY (PRINT);A1
0002-9394;AMERICAN JOURNAL OF OPHTHALMOLOGY;A1
0363-6135;AMERICAN JOURNAL OF PHYSIOLOGY. HEART AND CIRCULATORY P;A1
1040-0605;AMERICAN JOURNAL OF PHYSIOLOGY. LUNG CELLULAR AND MOLEC;A1
1931-857X;AMERICAN JOURNAL OF PHYSIOLOGY. RENAL PHYSIOLOGY;A1
0363-6127;AMERICAN JOURNAL OF PHYSIOLOGY. RENAL, FLUID AND ELECTROL;A1
0193-1849;AMERICAN JOURNAL OF PHYSIOLOGY: ENDOCRINOLOGY AND META;A1
0092-5853;AMERICAN JOURNAL OF POLITICAL SCIENCE;A1
0749-3797;AMERICAN JOURNAL OF PREVENTIVE MEDICINE;A1
0275-2565;AMERICAN JOURNAL OF PRIMATOLOGY (PRINT);A1
0090-0036;AMERICAN JOURNAL OF PUBLIC HEALTH (1971);A1
1073-449X;AMERICAN JOURNAL OF RESPIRATORY AND CRITICAL CARE MEDICIN;A1
1044-1549;AMERICAN JOURNAL OF RESPIRATORY CELL AND MOLECULAR BIOL;A1
0002-9602;AMERICAN JOURNAL OF SOCIOLOGY;A1
1058-0360;AMERICAN JOURNAL OF SPEECH-LANGUAGE PATHOLOGY;A1
0363-5465;AMERICAN JOURNAL OF SPORTS MEDICINE;A1
1600-6135;AMERICAN JOURNAL OF TRANSPLANTATION (PRINT);A1
0003-0082;AMERICAN MUSEUM NOVITATES;A1
0003-2409;ANAESTHESIA (LONDON. PRINT);A1
1948-206X;ANAL PDE;A1
0185-1225;ANALES DE ANTROPOLOGÍA;A1
0003-2573;ANÁLISE SOCIAL;A1
0121-4705;ANÁLISIS POLÍTICO (BOGOTÁ);A1
0003-2654;ANALYST (LONDON. 1877. PRINT);A1
1873-4324;ANALYTICA CHIMICA ACTA (ONLINE);A1
0003-2670;ANALYTICA CHIMICA ACTA (PRINT);A1
0003-2700;ANALYTICAL CHEMISTRY (WASHINGTON);A1
1935-9772;ANATOMICAL SCIENCES EDUCATION;A1
2047-2919;ANDROLOGY-US;A1
0003-3022;ANESTHESIOLOGY (PHILADELPHIA);A1
1521-3773;ANGEWANDTE CHEMIE (INTERNATIONAL ED. INTERNET);A1
0044-8249;ANGEWANDTE CHEMIE (PRINT);A1
0969-6970;ANGIOGENESIS (LONDON);A1
1751-7311;ANIMAL (CAMBRIDGE. PRINT);A1
0003-3472;ANIMAL BEHAVIOUR;A1
1435-9448;ANIMAL COGNITION (PRINT);A1
1873-2216;ANIMAL FEED SCIENCE AND TECHNOLOGY;A1
0268-9146;ANIMAL GENETICS (PRINT);A1
0294-1449;ANNALES DE L INSTITUT HENRI POINCARÉ. ANALYSE NON LINÉAIRE;A1
0012-9593;ANNALES SCIENTIFIQUES DE L'ECOLE NORMALE SUPÉRIEURE;A1
0391-173X;ANNALI DELLA SCUOLA NORMALE SUPERIORE DI PISA. CLASSE DI SC;A1
0090-6964;ANNALS OF BIOMEDICAL ENGINEERING;A1
0305-7364;ANNALS OF BOTANY (PRINT);A1
2328-9503;ANNALS OF CLINICAL AND TRANSLATIONAL NEUROLOGY (ONLINE);A1
1544-1709;ANNALS OF FAMILY MEDICINE;A1
2214-9996;ANNALS OF GLOBAL HEALTH;A1
2110-5820;ANNALS OF INTENSIVE CARE;A1
0003-4819;ANNALS OF INTERNAL MEDICINE;A1
2159-6816;ANNALS OF LEISURE RESEARCH (ONLINE);A1
0003-486X;ANNALS OF MATHEMATICS;A1
0785-3890;ANNALS OF MEDICINE (HELSINKI);A1
0364-5134;ANNALS OF NEUROLOGY;A1
1569-8041;ANNALS OF ONCOLOGY;A1
2224-5820;ANNALS OF PALLIATIVE MEDICINE;A1
2373-9312;ANNALS OF PEDIATRICS & CHILD HEALTH;A1
1877-0657;ANNALS OF PHYSICAL AND REHABILITATION MEDICINE;A1
0091-1798;ANNALS OF PROBABILITY;A1
0168-0072;ANNALS OF PURE AND APPLIED LOGIC (PRINT);A1
1468-2060;ANNALS OF RHEUMATIC DISEASES;A1
0090-5364;ANNALS OF STATISTICS;A1
0003-4932;ANNALS OF SURGERY;A1
1068-9265;ANNALS OF SURGICAL ONCOLOGY;A1
2469-4460;ANNALS OF THE AMERICAN ASSOCIATION OF GEOGRAPHERS;A1
2469-4452;ANNALS OF THE AMERICAN ASSOCIATION OF GEOGRAPHERS;A1
0077-8923;ANNALS OF THE NEW YORK ACADEMY OF SCIENCES;A1
0003-4967;ANNALS OF THE RHEUMATIC DISEASES;A1
2165-8110;ANNUAL REVIEW OF ANIMAL BIOSCIENCES;A1
0066-4146;ANNUAL REVIEW OF ASTRONOMY AND ASTROPHYSICS (PRINT);A1
1543-592X;ANNUAL REVIEW OF ECOLOGY, EVOLUTION, AND SYSTEMATICS;A1
0066-4170;ANNUAL REVIEW OF ENTOMOLOGY (PRINT);A1
0066-4286;ANNUAL REVIEW OF PHYTOPATHOLOGY (PRINT);A1
1543-5008;ANNUAL REVIEW OF PLANT BIOLOGY (PRINT);A1
0892-7936;ANTHROZOOS (HANOVER);A1
2079-6382;ANTIBIOTICS-BASEL;A1
1098-6596;ANTIMICROBIAL AGENTS AND CHEMOTHERAPY (ONLINE);A1
2047-2994;ANTIMICROBIAL RESISTANCE AND INFECTION CONTROL;A1
1523-0864;ANTIOXIDANTS & REDOX SIGNALLING;A1
1467-8330;ANTIPODE (ONLINE);A1
0066-4812;ANTIPODE (OXFORD. PRINT);A1
0003-598X;ANTIQUITY (CAMBRIDGE);A1
1984-3356;ANTÍTESES (LONDRINA);A1
0166-3542;ANTIVIRAL RESEARCH;A1
1695-9752;ANTROPÓLOGOS IBEROAMERICANOS EN RED (ED. IMPRESA);A1
2014-1416;ANUARI DE FILOLOGIA. LITERATURES CONTEMPORÀNIES;A1
0120-2456;ANUARIO COLOMBIANO DE HISTORIA SOCIAL Y DE LA CULTURA.;A1
0210-5810;ANUARIO DE ESTUDIOS AMERICANOS (ED. IMPRESA);A1
2041-2851;AOB PLANTS;A1
0268-7038;APHASIOLOGY (LONDON);A1
0044-8435;APIDOLOGIE (CELLE);A1
2166-532X;APL MATERIALS;A1
1360-8185;APOPTOSIS (LONDON);A1
0195-6663;APPETITE (LONDON. PRINT);A1
1098-5336;APPLIED AND ENVIRONMENTAL MICROBIOLOGY (ONLINE);A1
0926-860X;APPLIED CATALYSIS. A, GENERAL (PRINT);A1
0926-3373;APPLIED CATALYSIS. B, ENVIRONMENTAL (PRINT);A1
0169-1317;APPLIED CLAY SCIENCE (PRINT);A1
1466-4283;APPLIED ECONOMICS (ONLINE);A1
0306-2619;APPLIED ENERGY;A1
0003-6870;APPLIED ERGONOMICS;A1
0143-6228;APPLIED GEOGRAPHY (SEVENOAKS);A1
1866-9298;APPLIED GEOMATICS;A1
2352-9407;APPLIED MATERIALS TODAY;A1
0307-904X;APPLIED MATHEMATICAL MODELLING;A1
0897-1897;APPLIED NURSING RESEARCH;A1
1570-5838;APPLIED ONTOLOGY;A1
0003-6951;APPLIED PHYSICS LETTERS;A1
1077-3118;APPLIED PHYSICS LETTERS;A1
1568-4946;APPLIED SOFT COMPUTING (PRINT);A1
0929-1393;APPLIED SOIL ECOLOGY (PRINT);A1
0570-4928;APPLIED SPECTROSCOPY REVIEWS (SOFTCOVER ED.);A1
0169-4332;APPLIED SURFACE SCIENCE;A1
1359-4311;APPLIED THERMAL ENGINEERING;A1
0044-8486;AQUACULTURE (AMSTERDAM);A1
1873-5622;AQUACULTURE (ONLINE);A1
1365-2095;AQUACULTURE NUTRITION (ONLINE);A1
1099-0755;AQUATIC CONSERVATION (ONLINE);A1
1818-5487;AQUATIC INVASIONS;A1
1015-1621;AQUATIC SCIENCES (PRINTED ED.);A1
0166-445X;AQUATIC TOXICOLOGY;A1
0210-1963;ARBOR (MADRID);A1
1988-303X;ARBOR (MADRID. INTERNET);A1
1745-2007;ARCHITECTURAL ENGINEERING AND DESIGN MANAGEMENT;A1
0003-9519;ARCHIVE FOR HISTORY OF EXACT SCIENCES (PRINT);A1
0003-9527;ARCHIVE FOR RATIONAL MECHANICS AND ANALYSIS (PRINT);A1
1745-039X;ARCHIVES OF ANIMAL NUTRITION (PRINT);A1
1644-9665;ARCHIVES OF CIVIL AND MECHANICAL ENGINEERING;A1
1134-3060;ARCHIVES OF COMPUTATIONAL METHODS IN ENGINEERING;A1
0003-9888;ARCHIVES OF DISEASE IN CHILDHOOD;A1
1359-2998;ARCHIVES OF DISEASE IN CHILDHOOD. FETAL AND NEONATAL EDITI;A1
0167-4943;ARCHIVES OF GERONTOLOGY AND GERIATRICS;A1
1734-1922;ARCHIVES OF MEDICAL SCIENCE;A1
1896-9151;ARCHIVES OF MEDICAL SCIENCE (ONLINE);A1
1879-1506;ARCHIVES OF ORAL BIOLOGY;A1
0003-9985;ARCHIVES OF PATHOLOGY & LABORATORY MEDICINE (1976);A1
0003-9993;ARCHIVES OF PHYSICAL MEDICINE AND REHABILITATION (PRINT);A1
0004-0002;ARCHIVES OF SEXUAL BEHAVIOR;A1
0340-5761;ARCHIVES OF TOXICOLOGY;A1
1432-0738;ARCHIVES OF TOXICOLOGY;A1
1434-1816;ARCHIVES OF WOMEN'S MENTAL HEALTH;A1
1068-2341;ARCHIVOS ANALÍTICOS DE POLÍTICAS EDUCATIVAS / EDUCATION PO;A1
0920-427X;ARGUMENTATION (DORDRECHT);A1
2176-9575;ARGUMENTUM (VITÓRIA);A1
0719-6466;ARQUITECTURAS DEL SUR;A1
2178-0447;ARS (ONLINE);A1
1678-5320;ARS (SÃO PAULO);A1
1079-5642;ARTERIOSCLEROSIS, THROMBOSIS, AND VASCULAR BIOLOGY;A1
2326-5205;ARTHRITIS & RHEUMATOLOGY;A1
0749-8063;ARTHROSCOPY (PRINT);A1
0004-3702;ARTIFICIAL INTELLIGENCE (GENERAL ED.);A1
0924-8463;ARTIFICIAL INTELLIGENCE AND LAW (DORDRECHT. PRINT);A1
0269-2821;ARTIFICIAL INTELLIGENCE REVIEW;A1
1474-0222;ARTS AND HUMANITIES IN HIGHER EDUCATION;A1
0210-4466;ASCLEPIO (MADRID);A1
1008-682X;ASIAN JOURNAL OF ANDROLOGY;A1
1818-0876;ASIAN JOURNAL OF PHARMACEUTICAL SCIENCES;A1
1995-7645;ASIAN PACIFIC JOURNAL OF TROPICAL MEDICINE;A1
0021-9150;ATHEROSCLEROSIS (AMSTERDAM);A1
1680-7324;ATMOSPHERIC CHEMISTRY AND PHYSICS (ONLINE);A1
1680-7316;ATMOSPHERIC CHEMISTRY AND PHYSICS (PRINT);A1
1352-2310;ATMOSPHERIC ENVIRONMENT (1994);A1
0169-8095;ATMOSPHERIC RESEARCH (PRINT);A1
1943-3921;ATTENTION, PERCEPTION & PSYCHOPHYSICS (PRINT);A1
1449-5554;AUSTRALASIAN JOURNAL OF EDUCATIONAL TECHNOLOGY;A1
0004-8674;AUSTRALIAN AND NEW ZEALAND JOURNAL OF PSYCHIATRY (PRINT);A1
1036-7314;AUSTRALIAN CRITICAL CARE (PRINT);A1
1322-7130;AUSTRALIAN JOURNAL OF GRAPE AND WINE RESEARCH;A1
1362-3613;AUTISM (LONDON);A1
2151-7290;AUTO/BIOGRAPHY STUDIES;A1
1568-9972;AUTOIMMUNITY REVIEWS;A1
0005-1098;AUTOMATICA (OXFORD);A1
0926-5805;AUTOMATION IN CONSTRUCTION (PRINT);A1
1554-8627;AUTOPHAGY (GEORGETOWN, TX);A1
2175-3431;AVALIAÇÃO PSICOLÓGICA;A1
1414-4077;AVALIAÇÃO: REVISTA DA AVALIAÇÃO DA EDUCAÇÃO SUPERIOR;A1
0307-9457;AVIAN PATHOLOGY;A1
2228-7949;AVICENNA JOURNAL OF PHYTOMEDICINE;A1
1521-690X;BAILLIÈRE'S BEST PRACTICE & RESEARCH. CLINICAL ENDOCRINOLOG;A1
1521-6918;BAILLIÈRE'S BEST PRACTICE & RESEARCH. CLINICAL GASTROENTERO;A1
2176-4573;BAKHTINIANA: REVISTA DE ESTUDOS DO DISCURSO;A1
0300-8428;BASIC RESEARCH IN CARDIOLOGY (PRINT);A1
0950-091X;BASIN RESEARCH (PRINT);A1
1554-3528;BEHAVIOR RESEARCH METHODS;A1
1045-2249;BEHAVIORAL ECOLOGY;A1
0340-5443;BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY (PRINT);A1
2214-5796;BIG DATA RESEARCH;A1
1366-7289;BILINGUALISM (CAMBRIDGE. PRINT);A1
2212-6198;BIOACTIVE CARBOHYDRATES AND DIETARY FIBRE;A1
0006-2952;BIOCHEMICAL PHARMACOLOGY;A1
0304-419X;BIOCHIMICA ET BIOPHYSICA ACTA, CR. REVIEWS ON CANCER;A1
0005-2728;BIOCHIMICA ET BIOPHYSICA ACTA. BIOENERGETICS;A1
0304-4165;BIOCHIMICA ET BIOPHYSICA ACTA. G, GENERAL SUBJECTS (PRINT);A1
1874-9399;BIOCHIMICA ET BIOPHYSICA ACTA. GENE REGULATORY MECHANISM;A1
0925-4439;BIOCHIMICA ET BIOPHYSICA ACTA. MOLECULAR BASIS OF DISEASE;A1
1043-1802;BIOCONJUGATE CHEMISTRY;A1
1567-5394;BIOELECTROCHEMISTRY (AMSTERDAM);A1
1939-1234;BIOENERGY RESEARCH;A1
0265-9247;BIOESSAYS (CAMBRIDGE);A1
0892-7014;BIOFOULING (NEW YORK. PRINT);A1
0168-2563;BIOGEOCHEMISTRY (DORDRECHT);A1
1726-4189;BIOGEOSCIENCES;A1
1726-4170;BIOGEOSCIENCES (KATLENBURG-LINDAU. PRINT);A1
1389-5729;BIOGERONTOLOGY (DORDRECHT);A1
1460-2059;BIOINFORMATICS (ONLINE);A1
1367-4811;BIOINFORMATICS (OXFORD. ONLINE);A1
1748-3182;BIOINSPIRATION & BIOMIMETICS (PRINT);A1
2069-5837;BIOINTERFACE RESEARCH IN APPLIED CHEMISTRY;A1
0006-3207;BIOLOGICAL CONSERVATION;A1
1387-3547;BIOLOGICAL INVASIONS;A1
0006-3223;BIOLOGICAL PSYCHIATRY (1969);A1
1464-7931;BIOLOGICAL REVIEWS;A1
2079-7737;BIOLOGY;A1
0178-2762;BIOLOGY AND FERTILITY OF SOILS (PRINT);A1
1744-9561;BIOLOGY LETTERS (PRINT);A1
1083-8791;BIOLOGY OF BLOOD AND MARROW TRANSPLANTATION;A1
0006-3363;BIOLOGY OF REPRODUCTION;A1
1529-7268;BIOLOGY OF REPRODUCTION (ONLINE);A1
2042-6410;BIOLOGY OF SEX DIFFERENCES;A1
1525-7797;BIOMACROMOLECULES;A1
1526-4602;BIOMACROMOLECULES;A1
0961-9534;BIOMASS & BIOENERGY;A1
0142-9612;BIOMATERIALS (GUILDFORD);A1
2047-4830;BIOMATERIALS SCIENCE;A1
2156-7085;BIOMEDICAL OPTICS EXPRESS;A1
1746-8094;BIOMEDICAL SIGNAL PROCESSING AND CONTROL (PRINT);A1
0006-341X;BIOMETRICS (WASHINGTON);A1
2218-273X;BIOMOLECULES;A1
0960-8524;BIORESOURCE TECHNOLOGY;A1
0006-3568;BIOSCIENCE (WASHINGTON. PRINT);A1
0956-5663;BIOSENSORS & BIOELECTRONICS;A1
1537-5110;BIOSYSTEMS ENGINEERING;A1
0734-9750;BIOTECHNOLOGY ADVANCES;A1
1754-6834;BIOTECHNOLOGY FOR BIOFUELS;A1
1398-5647;BIPOLAR DISORDERS (PRINT);A1
1935-5548;BIRZEIT WORKING PAPER SERIES;A1
1471-0528;BJOG (OXFORD. ONLINE);A1
1464-4096;BJU INTERNATIONAL (PRINT);A1
0006-4971;BLOOD (PHILADELPHIA, PA);A1
2044-5385;BLOOD CANCER JOURNAL;A1
0268-960X;BLOOD REVIEWS;A1
1471-2105;BMC BIOINFORMATICS;A1
1741-7007;BMC BIOLOGY;A1
1471-2148;BMC EVOLUTIONARY BIOLOGY (ONLINE);A1
1472-6939;BMC MEDICAL ETHICS (ONLINE);A1
1741-7015;BMC MEDICINE;A1
1472-6955;BMC NURSING (ONLINE);A1
1472-684X;BMC PALLIATIVE CARE (ONLINE);A1
1471-2229;BMC PLANT BIOLOGY (ONLINE);A1
2052-1847;BMC SPORTS SCIENCE, MEDICINE AND REHABILITATION;A1
1752-0509;BMC SYSTEMS BIOLOGY;A1
1746-6148;BMC VETERINARY RESEARCH;A1
0959-8146;BMJ (INTERNATIONAL EDITION);A1
2044-6055;BMJ OPEN;A1
0959-8138;BMJ. BRITISH MEDICAL JOURNAL (CLINICAL RESEARCH ED.);A1
1740-1445;BODY IMAGE;A1
1980-4415;BOLEMA : BOLETIM DE EDUCAÇÃO MATEMÁTICA (ONLINE);A1
0102-6968;BOLETIM - CENTRO DE LETRAS E CIÊNCIAS HUMANAS (UEL);A1
2317-5206;BOLETIM DO MUSEU INTEGRADO DE RORAIMA (ONLINE);A1
2178-2547;BOLETIM DO MUSEU PARAENSE EMÍLIO GOELDI. SÉRIE CIÊNCIAS HU;A1
1984-8501;BOLETIM GOIANO DE GEOGRAFIA (ONLINE);A1
2046-3758;BONE & JOINT RESEARCH;A1
8756-3282;BONE (NEW YORK, N.Y.);A1
0006-8950;BRAIN (LONDON. PRINT);A1
0093-934X;BRAIN AND LANGUAGE;A1
1931-7565;BRAIN IMAGING AND BEHAVIOR;A1
1015-6305;BRAIN PATHOLOGY;A1
1750-3639;BRAIN PATHOLOGY;A1
1876-4754;BRAIN STIMULATION (ONLINE);A1
1935-861X;BRAIN STIMULATION: BASIC, TRANSLATIONAL AND CLINICAL RESEA;A1
1863-2653;BRAIN STRUCTURE & FUNCTION (PRINT);A1
0889-1591;BRAIN, BEHAVIOR, AND IMMUNITY;A1
1981-3821;BRAZILIAN POLITICAL SCIENCE REVIEW;A1
0960-9776;BREAST (EDINBURGH);A1
1465-542X;BREAST CANCER RESEARCH (ONLINE);A1
1465-5411;BREAST CANCER RESEARCH (PRINT);A1
1467-5463;BRIEFINGS IN BIOINFORMATICS;A1
0007-0912;BRITISH JOURNAL OF ANAESTHESIA;A1
0007-0920;BRITISH JOURNAL OF CANCER;A1
0306-5251;BRITISH JOURNAL OF CLINICAL PHARMACOLOGY (PRINT);A1
0007-0963;BRITISH JOURNAL OF DERMATOLOGY (1951. PRINT);A1
1365-2133;BRITISH JOURNAL OF DERMATOLOGY (ONLINE);A1
0960-1643;BRITISH JOURNAL OF GENERAL PRACTICE;A1
1478-5242;BRITISH JOURNAL OF GENERAL PRACTICE (ONLINE);A1
1045-3172;BRITISH JOURNAL OF MANAGEMENT;A1
0007-1145;BRITISH JOURNAL OF NUTRITION;A1
0007-1161;BRITISH JOURNAL OF OPHTHALMOLOGY;A1
0007-1188;BRITISH JOURNAL OF PHARMACOLOGY;A1
1472-1465;BRITISH JOURNAL OF PSYCHIATRY (ONLINE);A1
0007-1250;BRITISH JOURNAL OF PSYCHIATRY (PRINT);A1
0007-1315;BRITISH JOURNAL OF SOCIOLOGY (PRINT);A1
0306-3674;BRITISH JOURNAL OF SPORTS MEDICINE;A1
1365-2168;BRITISH JOURNAL OF SURGERY;A1
0007-1323;BRITISH JOURNAL OF SURGERY (PRINT);A1
0360-1323;BUILDING AND ENVIRONMENT;A1
0961-3218;BUILDING RESEARCH AND INFORMATION (PRINT);A1
0068-4023;BULLETIN DE PHILOSOPHIE MÉDIÉVALE;A1
0007-4497;BULLETIN DES SCIENCES MATHÉMATIQUES (PARIS. 1885);A1
1664-3607;BULLETIN OF MATHEMATICAL SCIENCES (PRINT);A1
0003-0007;BULLETIN OF THE AMERICAN METEOROLOGICAL SOCIETY;A1
0003-0090;BULLETIN OF THE AMERICAN MUSEUM OF NATURAL HISTORY;A1
0042-9686;BULLETIN OF THE WORLD HEALTH ORGANIZATION (PRINT);A1
0305-4179;BURNS (OXFORD);A1
0007-6503;BUSINESS & SOCIETY;A1
0962-8770;BUSINESS ETHICS (OXFORD. PRINT);A1
0007-6791;BUSINESS HISTORY;A1
0007-6813;BUSINESS HORIZONS;A1
1463-7154;BUSINESS PROCESS MANAGEMENT JOURNAL;A1
0964-4733;BUSINESS STRATEGY AND THE ENVIRONMENT;A1
